YEAR	TYPE	SOURCE	CONTEXT
1961	NF	AmericanRailroad	"hear appeals from ICC rate decisions. The Mann-Elkins bill, enacted in June, 1910, by a combination of Democrats and insurgent Republicans, established such a court and"
1961	NF	AmericanRailroad	"miles in 1890; 193, - 000 miles in 1900; 240,000 miles in 1910; and, finally, to an all-time high of 254,000 miles in 1916."
1961	NF	AmericanRailroad	"states in the nation failed at least to triple their rail mileage from 1860 to 1910, and they were all in New England. Maine alone had a rate of"
1961	NF	AmericanRailroad	of both the B. and M. and the Maine Central from the middle nineties until 1910. At the turn of the century Tuttle's Boston and Maine had so simple
1961	NF	AmericanRailroad	"somewhat more rapid than in New England. In the fifty years between 1860 and 1910 the railroads of the five Middle Atlantic states (New York, New Jersey,"
1961	NF	AmericanRailroad	"decades was more than a fivefold increase to a total of nearly 45,000 miles in 1910. In the area between the eastern seaports of New York, Philadelphia, and"
1961	NF	AmericanRailroad	"a whole expanded its trackage more than sevenfold to a total of 63,000 miles in 1910. At least one of the states, Texas, whose 14,000 miles of line"
1961	NF	AmericanRailroad	"At least one of the states, Texas, whose 14,000 miles of line in 1910 ranked her an easy first in the nation, was almost more western than southern"
1961	NF	AmericanRailroad	"increased to 80 per cent, and virtually all mileage was laid with steel by 1910. The rail also became heavier during the years. Much of the steel rail"
1961	NF	AmericanRailroad	lush days of the fifties is most graphically shown by Mark Twain (1835? 1910) in his Life on the Mississippi: Boat used to land? captain on
1961	NF	AmericanRailroad	"tunneled under both the | Hudson and East rivers and opened its Pennsylvania Station in 1910 at a cost of more than $100,000,000. Three years later the New York Central"
1961	NF	AmericanRailroad	"cent to 68 per cent indicated a fairly prosperous rail industry. Between 1890 and 1910 the operating ratio had averaged 66.6 per cent, but in the teens, even"
1961	NF	AmericanRailroad	"whose mean annual pay was $438 in 1890, $438 in 1900, $574 in 1910, and $708 in 1916. He was also better off than the rail workers"
1961	NF	AmericanRailroad	rising costs of operation in the early twentieth century. Requests for higher rates in 1910 | were unanimously rejected by the Commission. A second request in 1913 eventually resulted
1961	NF	AmericanRailroad	"of Daniel Willard's $145,000,000 improvement program on his Baltimore &; Ohio in years from 1910 to 1927 was spent on new shop and yard facilities. The Pennsylvania Railroad's"
1961	NF	Fifty-EightLonely	"state laws. Because of the seriousness of declaring a state law unconstitutional, since 1910 Congress has required the convening of a three-judge court to hear motions for injunctions against"
1962	MAG	Harpers	"the turn of the century. Our first year there was 190$, and in 1910 we built a small house in what was then considered a rather remote part of"
1962	MAG	NewYorker	"the carving in stone that you notice around town was done between about 1875 and 1910. A lot of it was executed by immigrant artisans, fresh from Italy or"
1962	NEWS	NYT-Reg	present sports hall on Eighth Avenue at Forty-ninth Street. It was formally opened in 1910. One of the architects said that when the station - was designed there was a
1962	NF	ProgressEconomics	""" seems to have been adopted at a conference of engineers with Louis Brandeis in 1910 when a railway rate case was pending; and was used in 1911 by Taylor"
1962	NF	ProgressEconomics	". See, also, P. H. Wicksteed, Common Sense of Political Economy (1910), p. 365. 58. Graunt in Economic Writings of Sir William Petty ("
1962	NF	ProgressEconomics	"books, and books themselves on all these subjects, had to wait until after 1910. Those who, like John Stuart Mill, had a division which they called"
1962	NF	ProgressEconomics	"Clark, Pareto, and Patten, in the middle period from about 1880 to 1910, was one of synthesis, standardization, and elaboration. They perfected the terminology"
1962	NF	scan	"out to the suburbs. The population of Manhattan, which had been declining since 1910, has been rising again. Not only does the growing proportion of single females"
1962	NF	scan	"the iron and steel industry began to grow rapidly, and the period 1870 to 1910 saw the city's most rapid growth. Population rose from less than Ioo,"
1962	NF	scan	"growth. Population rose from less than Ioo, 000 in 187o to 534,000 in 1910 when it ranked eighth among American cities. Since then growth has been very slow"
1962	NF	scan	"only 1,000 in 183o, had risen to 93,000 in 1870 and to 561,000 in 1910. In 1960 it was 876,000, but the Cleveland urban area contains about 14"
1962	NF	scan	"river and from its position on the Ohio-Erie canal. Population rose from 69,000 in 1910 to 208,000 in 1920, the period of its most rapid growth. Owing to"
1962	NF	FarmBusinessManagement	"same period, but for livestock production the increase was 51 per cent. From 1910 to 1959, the index increased from 70 to 151; the increase was from"
1962	NF	FarmBusinessManagement	"the use of labor have not been the same for all livestock enterprises. From 1910 to 1959, the increase for meat animals was from 84 to 113. In"
1963	MAG	Harpers	", wcedIess lawns, and houses which run the gamut from the comfortable, porch-encumbered 1910 style to the Hansel and Gretel Tudor of the' twenties. It is the"
1963	MAG	NewYorker	"doing poetic representations; around 1908 distortion begins and shapes are attenuated, until by 1910 you are on the borderline of abstraction. Around 1913, pure forms come to"
1963	NEWS	NYT-Reg	"20 miles away. The volcano, which virtually destroyed the city of Cartago in 1910, began erupting last week for the first time since then."
1963	NEWS	Chicago	"astronomy-photography closed circuit television exhibit to the fair. Judy Zelasko, 16, of 1910 N. 77th ct., Elmwood Park, a Madonna High school student, has a"
1963	NEWS	NYT-Reg	"of Simeri, an artist, to whom she had been married in Rome in 1910. They were divorced in 19Z0. The. next year she was married to"
1963	NF	GreatPsychologists	"32. W. WUNDT, Ueber rein and angewandte Psychologie, Psychol. Stud., 1910, 5, 1-47. 33. HALL, op. cit. 34. Principles. 35"
1963	NF	GreatPsychologists	"les tests de Binet et Simon: nouvelle contribution critique, Archives de Psychol., 1910, 9, 81-108. 47. A. BINET &; T. SIMON, A Method of"
1963	NF	NationalMusic	". Allen did me the same service, though on a larger scale, in 1910, when after my Sea Symphony had had a very doubtful reception at the Leeds"
1964	MAG	Harpers	"of the work of Elmer Davis and Christopher Morley (both from the Class of 1910). It may be that their urbanity was born of naivete? "" deliberate"
1964	MAG	SatEvePost	"Calogeto NI inacori, and it is pretty well established that he was born in 1910 to Sicilian parents in the city of Tunis in North Africa. He was brought"
1964	MAG	SatEvePost	"a birth ledger which would have room for an additional entry on February 10, 1910, the day Marcello was born. They finally found such a page in the"
1964	NEWS	NYT-Reg	"a recent check-up. Mr. Hecht's experiences as a newspaper reporter in Chicago from 1910 until 1924, when he left for New York, pro // vided a reservoir"
1964	NEWS	NYT-Reg	"Joseph G. Cannon of Illinois, whose dictatorial control of the House was overturned in 1910. House liberals have been proposing that the decisions of the Committee on Committees,"
1965	MAG	Harpers	painting at the Danish Royal Academy; then I went to Paris to study in 1910 but I did little work. The impact of Paris was too great; I
1965	NF	"Myth ""NewHistory"""	"he began his professional historical studies at Oxford University in October, 1905. His 1910 Ph.D. thesis on "" British Foreign Policy and the Enforcement of the Treaty of"
1966	MAG	NewYorker	""" Bucicy really became the head of our family after our father died, in 1910, "" Mrs. Kenison told me that evening, after she had filled me in"
1966	NF	LandsContrast	"a mere 6,533 tons ten years later. The pattern of consumption has changed since 1910, when 60 per cent. of the national output of 2,200,000 tons came from"
1967	MAG	Harpers	"Held arrived in New York with the first of his wives, Myrtle, in 1910, and like all young men of the day who braved the great city to"
1967	MAG	Harpers	"at the club works. "" The terrace of the clubhouse, a sort of 1910 Tudor mansion, was crowded. Famous tennis faces, looking rather older than one"
1967	MAG	Harpers	"from Freud concerning Reik's inquiry about Freud's four-hour consultation with Gustav Mahler in 1910. Mahler apparently benefited immensely, but, as Freud put it in the letter"
1967	NF	English	"taken up by C. H. Mcllwain in The High Court of Parliament, published in 1910. He picked up where Maitland left off, and put forward the thesis that"
1967	NF	English	"and they were the special occupation of the generation of scholars working between about 1910 and 1940. The first to arouse the imagination of readers, and not just"
1967	NF	English	"was A. F. Pollard, who published several important studies in the two decades after 1910. Although he was not himself a prolific editor of archival material, Pollard achieved"
1967	NF	PerceptionPersonal	". Compare Russell and Whitehead's discussion in Principia Mathematica (Cambridge, Eng., 1910), I, 548ff; they refer to Frege's Begriffschrift (Halle,"
1967	NF	FartherShorePolitics	"in farm country fifty miles northeast of Little Rock. Since its early beginnings in 1910, the purpose of the college has been to provide sound education with a strong"
1967	NF	GenusPinus	"pines have been well preserved in the frozen soils of northeastern Siberia (Sukachev, 1910). In the mountains of central Asia, glaciation was confined to the high"
1968	NF	AnOutlineHistory	"days for the voyage, and after that improvements followed rapidly, so that by 1910 it was possible for a boat) ropelled by steam to cross from Liverpool to"
1968	NF	AnOutlineHistory	"the Japanese won (1894-5), and although Korea was not formally annexed until 1910, it had been little better than a Japanese province for the fifteen preceding years"
1968	NF	AnOutlineHistory	"the claim put forward by the World Missionary Conference, which met at Edinburgh in 1910: It would be an impossible task to enumerate the services rendered by Missionaries to"
1968	NF	CommunistsPeace	"raising of wages, limits the practical rights of the employers. Between 1871 and 1910 the 160 annual number of strikes went from 267 to 1,073, and the percentage"
1968	NF	CommunistsPeace	"it was fifty-three percent at the end of the century, and sixty-two percent in 1910. This blessed epoch ended with the First World War: on an average,"
1968	NF	HistoryBroadcasting	"and others, he had formed a Newsboys Sextet that had started their careers in 1910. Even in vaudeville days Winchell had been a "" keyhole reporter, "" contributing"
1968	NF	HistoryBroadcasting	It catapulted Corwin into national prominence. Norman Corwin had been born in Boston in 1910. He attended public school and did not go to college. Further education was
1969	MAG	NewRepublic	"born in New York of German-Jewish parents in 1895, broke into show business in 1910 when burlesque and vaudeville were bubbling and constantly demanded new materials. As the author"
1969	NEWS	NYT-Reg	"startlingly indifferent to my sartorial elegance. "" He managed all Henry Miller productions between 1910 and 1915 and made his debut as a producer in 1916 with "" Daddy Long-Legs"
1969	NEWS	NYT-Reg	"role was in Verdi's, "" Ernani, "" presented at the 1Teatro in 1910. The youngster suffered such an acute attack of stage fright that he vowed 1."
1969	NEWS	CSMonitor	"to finish, from the day when President Kennedy decided on a moon landing by 1910 to the hour of great relief and rejoicing here in mid-Pacific, the American lunar"
1969	NEWS	NYT-Reg	"the corner of 5th Avenue and 12th Street. It moved to Claremont Avenue in 1910. In 1920, the Juilliard Musical Foundation was established through the I. gacy"
1969	NF	ClassroomDisaster	"The teacher's job still looks much like the same job in, say, 1910, because there is still the same class and classroom organization. But the job"
1969	NF	PoliticsInModern	"although originally factionalized, were forced to combine into some type of political grouping after 1910 to combat the Liberal Party of Venizelos. The representatives from the solidly traditional areas"
1969	NF	ReligionInAfrica	"cathedral till his death in 1883, and the Natal schism was not healed till 1910. I28 Early Modern Missions Roman Catholics had been banned from the Cape under the"
1969	NF	ArtBlacksmithing	"settlement of Vinings, Cobb County, Georgia, between 1842 and his death in 1910, was said to have been able to weld a broken crosscut saw so skillfully"
1969	NF	MankindOnMoveThe	"factory turned out 10,609, which was about one-twelfth of the U.S. total. In 1910, Model T accounted for about one tenth of the nation's total output of"
1969	NF	MankindOnMoveThe	". By 1930, half-grown boys had more mechanical know-how than most skilled mechanics of 1910. In 1910, mechanical skill meant knowledge of how to use machines; by"
1969	NF	MankindOnMoveThe	", half-grown boys had more mechanical know-how than most skilled mechanics of 1910. In 1910, mechanical skill meant knowledge of how to use machines; by 1930, it"
1969	NF	MankindOnMoveThe	"we propose to study, Sp. C. Haret, whose Mecanique Sociale appeared in 1910. Haret was not only a science graduate, but also a professor in the"
1969	NF	MankindOnMoveThe	"Simmel said in his address to the first meeting of the German Sociological Society in 1910. One side mystically exaggerates its significance, contending that only through society is human"
1970	MAG	Harpers	"the same thing Connolly did? he was an organizer in America from 1903 to 1910 for the Industrial Workers of the World. "" Brian came to San Francisco five"
1972	FIC	VisionsCody	"in fact we'd been lookin at dirty books all morning, photos of Paris 1910 the best one beinga guy in spats and hat ramming his finger into a woman"
1972	MAG	Time	"as an engineer, Lefschetz turned to theoretical mathematics after losing both hands in a 1910 accident. For nearly 30 years the peppery theorist was on the Princeton faculty,"
1973	FIC	GreatAmericanNovel	"house, a massive bargelike structure moored at Muscat Lane. Outside, the date 1910 was chiseled into a stone shield above the door; the second-floor verandah had a"
1973	MAG	Harpers	"of innocence over parabolic eyes. He studies newspapers, comparing the society pages of 1910 and 1972, concluding that the family names are the same, the boys still"
1973	MAG	Harpers	"the same indulgent smiles, and the brides are the granddaughters of the brides of 1910. "" There was no revolution, "" he says. "" It was an"
1974	FIC	LoveFeast	"flourished. Yussel Schell, a/k/a Joe Diamond, was a Woodlands boy born in 1910, just too late to cash in on the big Prohibition action but ready to"
1974	MAG	Time	musical or dramatic style. It could in fact as easily have been written in 1910 as 1941. It has the directness (though not the genius) of Verdi
1974	MAG	Time	", a ramshackle cluster of studios in Montmartre. He painted nothing of importance until 1910, and uremia killed him in 1927 just after his 40th birthday. # His"
1975	MAG	Time	"equally among those at fault, no matter who was more responsible. But since 1910, virtually every major nation has adopted an international maritime convention jettisoning that once common"
1976	FIC	SearchingCaleb	"now. What did it matter what note he had played on a summer'sday in 1910? When Justine visited home that August, she came to where he sat in"
1976	FIC	Harpers	", serenely vivid. Any other old lady who dressed herself in long gowns circa 1910 would have appeared a mere oddity; but under Bedelia's antiquated hairdo sat a"
1977	MAG	Time	"the nation against the squandering of energy. But the words were first uttered in 1910 by Philosopher William James, who had something else in mind. # The American"
1978	FIC	Whistle	", meant to scandalize with its penury, of the typical servants' hut circa 1910 had been carefully dismantled and smuggled outside to serve as shelter for a family of"
1978	FIC	VeinRiches	"place where the Catherwoods had flourished. Minnie's omen at dinner that night in 1910 that there was some danger, some force threatening the family, had not dimmed"
1978	MAG	Time	"a poet of pleasures. The motto of his fourth novel, Howards End (1910), captured both the dilemma and the hope: "" Only connect. """
1979	FIC	LifeIReallyLived	". "" Wanda, the return missionary. She was last known to smile in 1910. "" "" I wasn't even born then. "" "" Talk that way"
1979	MAG	Time	"hospices, "" especially for the lepers. "" # Mother Teresa was born in 1910 to Albanian parents and baptized Agnes Gonxha Bojaxhiu in what is now Skoplje, Yugoslavia"
1970	MAG	NewYorker	"isn't much to tell, "" she says. "" I was born in 1910. My father was a shopkeeper, and I had a brother and is sister"
1970	MAG	NewYorker	"careers. I trav-elled Pennsylvania and was never with-out my camera. I married in 1910, and bought this house in 1918. I began to sell a few pictures"
1970	NEWS	Chicago	", George, ran against him in the Democratic primary for governor of Georgia in 1910. Russell won the contest and went on to become a United States senator."
1970	NEWS	NYT-Let	technological needs of 1850. Most of it was built for the income needs of 1910 or 1920. It would be astonishing if the population that filled such a city
1970	NF	DemocracyResponsbility	"the Governmentleaned upon 82 Irish Nationalists and 40 Labour members. The new Parliament in 1910 was confronted with two major issues, the Budget itself and the reform of the"
1970	NF	DemocracyResponsbility	"be followed by actual legislation to reform the powers of the Lords. In April 1910 Lloyd George's Budget duly became law. Meanwhile, both the party leaders were"
1970	NF	DemocracyResponsbility	"his personal destiny did seriously disrupt constitutional history at this stage, for in May 1910 he died. Asquith received the news as he was homeward bound aboard the yacht"
1970	NF	DemocracyResponsbility	"of Conservatism in the House of Lords. The general election took place in December 1910, to the embarrassment of the Labour Party, since the Osborne Judgmentof the same"
1970	NF	DemocracyResponsbility	"extreme, and the workhouse test was imposed on candidates for poor relief. In 1910 and 1911 there was general unrest in industry and numerous strikes were marked by violence"
1970	NF	DemocracyResponsbility	most dangerous political prima donna. He became Chairman of the Ulster Unionist Council in 1910 and in a theatrical gesture subscribed on his knees to the Ulster Covenant: nearly
1970	NF	DemocracyResponsbility	"Henry Wilson and General Foch. Wilson was energetic, enthusiastic and efficient. In 1910, he became Director of Military Operations and by March 1911, he had formulated"
1970	NF	BuddhistLeader	"say, to the SovietUnion). Distributism? the English movement represented, from 1910 to 1940, by Belloc, the Chesterton brothers, Arthur Penty, Eric Gill"
1970	NF	BuddhistLeader	"Art, in which he presented many works of great interest and value. In 1910, the Bureau of Jewish Education was organized under the direction of Dr. Samson Benderly"
1970	NF	BuddhistLeader	", Daniel Sambursky, and Moshe Bick. Music schools have existed in Israel since 1910, when Shulamith Ruppin organized the Shulamith Music School in Tel Aviv. The Jerusalem"
1970	NF	BuddhistLeader	"coming from Samson Benderly'sprogram of the New York Bureau of Jewish Education, organized in 1910, was the encouragement of Jewish music. The inclusion in Hebrew school curricular of"
1971	MAG	SatEvePost	in this country before or since and one of the reasons for their abandonment in 1910 was despair of the authorities over their control. Spectators carried wire cutters for the
1971	MAG	SatEvePost	"or oval track with a high wall around it was the obvious answer and in 1910 a consortium of wealthy men caused 3,200.000 ten-pound paving bricks to be laid in a"
1971	MAG	SatEvePost	"the first one, at Playa del Rey, California, cost only $75,000 in 1910. Most luxurious was the mile-and-a-quarter Beverly Hills circuit. A crew of 1,200 men"
1971	MAG	SatEvePost	"this emanated from the conviction of a young lad, Joyce C. Hall, in 1910, that: what was needed on greeting cards -- and lacking at that particular"
1971	NEWS	NYT-Reg	"the canvases he did in Paris as a young man in 1906, 1909 and 1910. Sketches Included The Hopper haul is also notable for its inclusion of many sketches"
1971	NEWS	WallStJrnl	"whip. That's what a lot of fellows have thought, ever since about 1910. Which is why Mr. O'Neill has become a prosperous man since that day 10"
1971	NF	HumanSpeciesABiology	"the neo-Malthusian one. Sugar production in Java is an example. In the period 1910 to 1930 productivity per hectare doubled, as a result of improved strains and //"
1971	NF	Revolver1889-1914	"contract 16th December, 1909? 3,000 revolvers 3rd U.S. Army contract 3oth June, 1910? 2,000 revolvers 4th U.S. Army contract 8th December, 1910? 6,703 revolvers U.S."
1971	NF	Revolver1889-1914	"contract 3oth June, 1910? 2,000 revolvers 4th U.S. Army contract 8th December, 1910? 6,703 revolvers U.S. Navy contract 12th April, 191 I- 1,000 revolvers When war"
1971	NF	Revolver1889-1914	", either alone or in association with others, in those years between 1886 and 1910, but most of his ideas (one or two of which must have been"
1971	NF	Revolver1889-1914	"his ideas were at the disposal of others, and a period between 1900 and 1910, when he endeavoured to work on his own account. In the first period"
1971	NF	Revolver1889-1914	"the Fyrberg Company, has to be considered. I n years between 1907 and 1910, Fyrberg secured U.S. patents covering "" safi.ty "" lock-mechanisms for double-action revolvers, and"
1971	NF	Revolver1889-1914	"| stock blanks, wrenches, gun- and rifle-swivels, bicycles, and (after 1910) a line of cheaper revolvers which were marketed under the trade-name U.S. Revolver Co"
1971	NF	Revolver1889-1914	"claims of O. W. Ringquist's U.S. Patent No. 968691 (of 3oth August, 1910), which was assigned to Mary Elizabeth Johnson, who had earlier secured rights"
1971	NF	Revolver1889-1914	"5 X? 38 centre-fire calibres with 3- or 34-in. barrel respectively; introduced around 1910, these arms had the one-piece hammershroud of later Iver Johnson "" Safety Hammerless """
1971	NF	Revolver1889-1914	"32 calibre centre-fire model, which is now quite rare. On 5th April, 1910, Kolb took out two U.S. patents (Nos. 954190 and 954191), covering"
1971	NF	Revolver1889-1914	"which protection was recognized in a marking "" Pats. Apr. 5. 10. Model 1910 "" found upon such weapons. U.S. patents of 24th May, 1910, and"
1971	NF	Revolver1889-1914	". Model 1910 "" found upon such weapons. U.S. patents of 24th May, 1910, and 13th June, 1911 (numbered 959229 and 995156), were also"
1971	NF	Revolver1889-1914	"underwent design-changes in 1894 and 1909, and the heaviest models were only discontinued in 1910 and 1913, so that such arms may be legitimately noticed here. A lock-mechanism"
1971	NF	Revolver1889-1914	"next to be described. Thus manufacture of the big Single Action models ceased around 1910, although dealers continued to catalogue them for some years afterwards. In turning now"
1971	NF	Revolver1889-1914	"the lock-mechanism of? 32 Calibre Model (I) arms (in 1909 and 1910), an important improvement to that mechanism was introduced in 1910, under C."
1971	NF	Revolver1889-1914	"in 1909 and 1910), an important improvement to that mechanism was introduced in 1910, under C. M. Stone's U.S. Patent No. 933797, earlier mentioned in remarks"
1971	NF	Revolver1889-1914	") was actually a six-shot pistol, built upon the frame and components of the 1910 Model (1)? 32 calibre revolver, with 6-in. barrel and target sights"
1971	NF	Revolver1889-1914	"fostered a small production of service arms in at least one government arsenal. In 1910, the Danish Army adopted a 9-mm. Bergmann self-loading pistol, which was actually"
1971	NF	Revolver1889-1914	"however, that more modern revolvers were tested by the Danish Army, prior to 1910, with such arms as the small-calibre improved Nagant designs (like those shown in"
1971	NF	Revolver1889-1914	"Wilkinson-Webley, Model 1892, and (iii) the Wilkinson-Webley Models of 1905, 1910, and 1911. The Webley-Wilkinson-Pryse revolver (first identified by Major W. C. Dowell"
1971	NF	Revolver1889-1914	"lever visible on "" WG "" arms. Wilkinson-Webley revolvers, Models of 1905, 1910 and 1911 were' 450/.455 calibre Webley "" WS "" arms earlier described, but"
1971	NF	Revolver1889-1914	"to the top of the barrel-latch, and both Wilkinson and Webley markings; Model 1910 and Model 1911 pistols seem to have been available in either of those "" WS"
1971	NF	Revolver1889-1914	"the left side of the barrel-strap, where Target arms have "" Wilkinson-Webley, Model 1910 "" (or "" 1911 "") engraved upon the left-hand barrel flat. As"
1971	NF	Revolver1889-1914	"more concrete terms, Mathews actually illustrates (as No. 1526) a "" Model 1910 Special "" revolver, as made by the Fab. d'Armes et Automobiles Nagant Freres"
1971	NF	SideApes	the animal. You may recall the experiment used by Mrs. Kots in Moscow in 1910 on her chimpanzee? the matching-sample test to discover whether a chimpanzee is able to
1972	MAG	NewYorker	"she checked off the predecessors on her fingers. "" Gimbels New York opened in 1910. Gimbels NNestchester opened in 1955. Gimbels Valley Stream opened one year later."
1972	MAG	SatEvePost	"am reminded of a classic and unforgettable Webster cartoon. A prosperous businessman of about 1910, handsomely moustachioed and with heavy watch chain over rounded midsection, is reassuring a"
1972	NEWS	Chicago	"a Marion, Ohio, department store owner, Jim Phillips, were written between 1910, when the affair was at least five years old, and 1920 and reflected"
1973	NEWS	Chicago	"headed, then to three successive terms in the governor's mansion, and in 1910 to the U. S. Senate. It was a meteoric ascent for a "" swearing"
1973	NF	TheoriesManCulture	"studied the indigenes of the Andaman Islands in the Bay of Bengal, and from 1910 to 1912 he investigated the Australian aborigines. Between these two periods of research he"
1973	NF	TheoriesManCulture	"toward his ethnographic work on the Australians. Almost all of his published writings between 1910 and 1922 were on the aborigines, 3 and his objectives in these studies were"
1973	NF	HistoryLiterary	"of prominent American literary critics. Joel Elias Spingarn (1875? 1939) In 1910 Spingarn, a famous professor of comparative literature at Columbia University, opened his lecture"
1974	MAG	NewYorker	"as the post was known, and he contin -- ued in that role until 1910, when he resigned. Hr never assumed the formal title of bead coach,"
1974	MAG	NewYorker	"Mr. Teegen. "" Your building, which was designed by Robert D. Kohn in 1910, has two powerful facades, both relatively simple in mass. It is an"
1974	MAG	NewYorker	"and an oil crisis. It even has the power to erase tapes! In 1910, when Halley's Comet appeared, some people thought the world was corning to"
1974	NF	UrbanMassTransportation	"transport. A rapid transit line built to serve portions of a city in the 1910? 1920 period, when most people did not have an automobile and jobs were"
1975	MAG	SatEvePost	"first U.S. policewoman, Mrs. Alice Stebbins Wells, was appointed by Los Angeles in 1910 for special details only. She was a graduate theological student and social worker who"
1975	NEWS	WallStJrnl	"in East Orange, is almost as thinly staffed as when it was started in 1910 by Mrs. Adams' father. Edward Stratemeyer, who produced series books under more"
1975	NF	LeisureServices	"scouting program is varied and involves both youth and adults. Since its conception in 1910, over 35 million boys have been members of the Boy Scouts of America."
1976	MAG	SatEvePost	"numbers that came and went with the season, attracting only scant attention. In 1910, when he was from his old friend, Elizabeth Marbury, who wrote to"
1976	MAG	SatEvePost	"each other, three young songwriters were just getting started in Tin Pan Alley around 1910. Between them they would change the face of American music and unleash a flood"
1976	NEWS	NYT-Let	cited. A curious distortion. The original Henry. Ford first left Detroit in 1910. What flight is Serrin talking about? What has it to do with Detroit
1977	MAG	SatEvePost	"imperialism and Western European colonialism in general can be dated from this war. In 1910, with a postwar change of government in Britain from Conservative to Liberal, the"
1977	NEWS	WallStJrnl	"180 tax rebate. Others thits4 that he Is OM campaigning, looida ahead to 1910. As for his policies, the predominant view holds his eco- nomic program inadequate"
1977	NF	MoralityArchitecture	"Gothic world has emerged from the patient researches of scholars ranging from Emile Male in 1910 to John Harvey in the present day. Finally, we may observe in Viollet"
1977	NF	TasteAmerica	"actions, but also of perception and thinking. Several authors (e.g. Dewey, 1910) have hinted at the same idea in their assertion that the search for the"
1977	NF	TasteAmerica	"were carried out by, among others, Griinbaum (1908), Moore (1910) and Aveling (1912). Introspectionism was overthrown with the emergence of behaviourism"
1978	MAG	NewRepublic	"progressing along the same lines as Canada, Australia and New Zealand. Until about 1910, as in most incipient democracies of the period, the electoral process was dominated"
1978	NEWS	Chicago	"the blaze apparently began as a result of careless smoking on a couch in apartment 1910, occupied by Edwardine Baker, 40, a supervisor for Peoples Gas Co."
1978	NEWS	Chicago	"He, knew a lot of Indian stories. "" When Cwas in Chicago about 1910, I saw his show advertised and I wanted to see him. He and"
1979	MAG	Harpers	America than the hamlets of Mississippi and South Carolina were from Harlem and Chicago in 1910. We dictate fiscal terms to their treasury while their doctors and scullery maids remake
1979	MAG	NewYorker	", and today Paterson had a celebration for a distinguished citizen, born there in 1910, who had come back to stay. Our family was deep in the Industrial"
1979	NEWS	NYT-Reg	", when Catholics were persecuted for their opposition to the social reforms that followed the 1910 revolution. Several groups today held up banners reading, "" Christianity yes, Communism"
1980	FIC	SecondComing	"stink of ammonia and sulfur cream, she dabbed a clean rag (from a 1910 shirtwaist?) and scrubbed a length of bar. Under her hand the nickel"
1980	FIC	Harpers	"sealed and posted it. Twenty dollars, or Y40, a fair sum for 1910, half of which was for his mother, was on its way to Matsu"
1980	FIC	LoonLake	| mpare the private railroad car sitting on the Santa Fe siding one night in 1910 in front of the mine near Ludlow Colorado whosf collapsed entry was being dug away
1980	MAG	Time	"Van Gogh, Gauguin, Seurat, Czanne and others at the Grafton Galleries in 1910. By then the painters that Fry's exhibition encircled were all dead, and"
1980	MAG	Time	"Stock Exchange, who has just co-authored an article on philanthropic housing from 1870 to 1910 for the Journal of Urban History. # This summer, the Statue of Liberty"
1981	FIC	NobleHouse	", "" Vincenzo Banastasio, male, born New York City, August 16, 1910. Hair gray, eyes brown. "" Casually the official checked the other visas"
1981	MAG	Time	"parity, which is defined as the relative buying power that farm commodities had from 1910 to 1914. But the dairy lobby, which, according to Common Cause,"
1982	FIC	Mov:MyFavoriteYear	"tear-streaked. CAMERA MOVES IN on tombstone, which reads: SWANNAUGUST 2, 1910 - MAY 12, 1958 AT PEACE. FADE OUT. THE END pp. 100-120"
1982	MAG	Time	"Party. "" # Mexico's durable one-party system emerged from the fratricidal Revolution of 1910, which toppled the 34-year rule of Dictator Porfirio Diaz. In the ensuing ten"
1983	FIC	BeyondMountain	"of particular countries. "" The international basis for this is the Salvage Convention of 1910 (Brussels), which codified the transnational nature of admiralty and salvage law."
1983	FIC	QueensGambit	down. That afternoon she was matched with a middle-aged Ohioan with a rating of 1910. She played the Sicilian and forced him to resign after an hour and a
1984	FIC	Talisman	"! back and forth! sometimes he jigged a two-step neat asp317a minstrel in a 1910 cakewalk! He bopped the word to them, pumping one arm first at the"
1984	MAG	SportsIll	"of my conversion from skeptic to skeet-freak was the game itself. Skeet evolved between 1910 and' 15 on the back lot of the Glen Rock Kennels in Andover,"
1985	MAG	Time	"330868 When Halley's comet last appeared in 1910, blazing a brilliant trail across the skies, it was greeted with a mixture"
1985	MAG	Time	"they hope to avoid: "" Where is it? "" In contrast to the 1910 spectacle, this appearance of the comet is not expected to be much of a"
1985	MAG	Time	"suits against more than a dozen competitors. # Black &; Decker, founded in 1910, has long experience with battery-powered tools. Astronauts carried its portable drills to the"
1986	FIC	ShatteredSilk	"while their origin was still fresh in her mind. "" Lace-trimmed bloomers, circa 1910, "" the name of the auctioneer, and the date. She entered the"
1986	FIC	ShatteredSilk	"among those Britishers who had governed Palestine since the collapse of the Turk-Ottoman Empire in 1910, there had been very little besides Evil Counsel from that hilltop fortress. Moshe"
1986	MAG	SportsIll	"who could easily have advanced. Mr. Mack's words were no exaggeration: From 1910 through 1915, the years the greatest of all outfields played together on the Red"
1986	MAG	Time	"marketed since 1980 seems to have been plucked from an avant-garde Viennese workshop sometime before 1910. # Now, with the opening of "" Vienna 1900: Art, Architecture"
1986	MAG	Time	"which Fujio said that the "" Korean side has some responsibility "" for Japan's 1910 annexation of that country, since Korean representatives had sanctioned the act. He also"
