YEAR	TYPE	SOURCE	CONTEXT
1992	MAG	ConsumResrch	"who gets any of these vaccines should wait three months before getting pregnant. Haemophilus Influenza # Haemophilus influenza type b (Hib), one of six types of flu"
1992	MAG	ConsumResrch	"of these vaccines should wait three months before getting pregnant. Haemophilus Influenza # Haemophilus influenza type b (Hib), one of six types of flu strain, is"
1993	NEWS	Atlanta	"smoking a cigarette, the flu. "" # The flu? # Yes. Influenza still kills about 70,000 Americans a year, according to Mr. Rorvik's book;"
1993	NEWS	Houston	"pandemic is not out of the question, he said. The biggest threat is influenza. # Currently, most of the world's population has some immunity to flu"
1994	MAG	TodaysParent	"a stiff neck. In viral meningitis, the symptoms are mild and may resemble influenza. In bacterial meningitis, the symptoms develop rapidly -- sometimes over a few hours"
1994	MAG	USAToday	"deaths recorded, more than 200 died of illness, most of them from the influenza epidemic that swept through the field hospitals. World War I also was the first"
1994	NF	HardToSwallow	. // Blue ear pig disease Blue ear disease in pigs is a type of influenza and its occurrence must be encouraged by intensive rearing. Sometimes the lungs are badly
1994	NF	HardToSwallow	"and has spread westwards, with hundreds of thousands of pigs recently infected. Human influenza spreads similarly. Every 10 years or so, a new type of the virus"
1994	NF	HardToSwallow	Far East and Central Asia. Much research has been performed explaining exactly how the influenza virus keeps changing its properties; this is known as mutating. The vaccines against
1994	NF	HardToSwallow	"keeps changing its properties; this is known as mutating. The vaccines against human influenza give some protection against the disease in people, but as with all vaccines,"
1994	NF	HardToSwallow	virus that causes blue ear disease in pigs. They also found that if human influenza vaccine is injected into pigs it can protect them against blue ear disease. This
1994	NF	HardToSwallow	into pigs it can protect them against blue ear disease. This means that pig influenza is very similar to human influenza. But is this important? The answer to
1994	NF	HardToSwallow	"against blue ear disease. This means that pig influenza is very similar to human influenza. But is this important? The answer to this question is yes, because"
1994	NF	HardToSwallow	"whether people have already been infected with it. One major problem is that human influenza strikes mainly in the winter, and there is no way of telling how many"
1995	NF	Education	"do with infectious diseases (Cassel, 1994). The leading killers were then influenza, pneumonia, diptheria, and gastrointestinal infection. Then from 1900 to 1970 major"
1995	NF	BiologicVariation	"ages, but have more serious consequences in older persons, such as accidents and influenza. The fourth category includes nondisease causes of death, such as homicide. Of"
1995	NF	BiologicVariation	"with more serious consequences in the aged: accidents (fourth) and pneumonia and influenza (sixth). Finally, two are in the category of nondisease causes of"
1995	NF	BiologicVariation	"other races for diabetes, heart disease and stroke, homicide, and pneumonia or influenza. YPLL's for American Indians and Alaskan Natives of both sexes exceed all others"
1996	MAG	NaturalHist	"work as a professor of mathematics at the University of Stockholm, but died of influenza and subsequent pneumonia at age forty-one, at the height of her accomplishments and fame"
1997	MAG	TodaysParent	"children recover completely. The virus can also cause paralysis and death. The Haemophilus influenza type b bacteria was, until very recently, the most common cause of bacterial"
1997	NEWS	SanFran	"tracks on "" With a Tiwst "" are the lesser-known songs, in particular "" Influenza "" (from "" The Ever Popular Tortured Artist Effect ""), "" Love"
1998	MAG	Environmental	"one million chickens, the former colony's whole population, after a strain of influenza virus killed four people. Eighty percent of Hong Kong's poultry comes from farms"
1998	MAG	TotalHealth	"manufacturers). Their products are called Alpha CF, Homeophyter Cold, Cough or Influenza, and Cold and Flu Energy Medicine, respectively. GOLDENSEAL Goldenseal is a potent"
1998	MAG	TotalHealth	Antiviral activity was reported in 1978 showing that echinacea was effective in destroying herpes and influenza viruses. Work in 1956 demonstrated the powerful antibacterial properties of echinacea. European laboratories
1998	MAG	TotalHealth	"until the mid-1980s that the active ingredients in elderberry, which were effective in treating influenza viruses, were discovered. Dr. Jean Lindenman, the developer of interferon, first"
1998	MAG	TotalHealth	of proteins derived from the elderberry plant. Tests were performed against various strains of influenza and it was found that two of the active ingredients effectively combated the virus.
1998	MAG	TotalHealth	days or more. Tests were also conducted on patients to determine the presence of influenza antibodies. It was found that the level of antibodies was higher in patients receiving
1998	NEWS	Atlanta	"envelope viruses, "" whose living material is wrapped in a protein coating, including influenza, Ebola, smallpox and HIV. In less than half an hour, BCTP"
1998	NF	MagicalMushrooms	"activity, having completely protected mice from what should have been a lethal dose of influenza virus. In one case, a patient testing positive for HIV but without AIDS"
1998	NF	VirusesPlagues	", and smallpox did in previous times. One former plague, a type of influenza virus that killed over 20 million persons between 1918 and 1919 -- more victims than"
1998	NF	VirusesPlagues	", yellow fever, poliomyelitis, Lassa fever, Ebola, Hantaviruses, HIV, influenza, and spongiform encephalopathies. The history of viruses and virology is also the history"
1998	NF	OurBodiesOurselves	"pains Nervous twitches, "" tics "" Insomnia Skin rashes Greater susceptibility to colds, influenza, or other illnesses Worsening of existing conditions or illnesses Depression, anxiety, irritability"
1999	MAG	AmSpect	"Throughout this century changes often stole across the populace without warning, like the 1918 influenza epidemic or Political Correctness. Now in the last years of the twentieth century we"
1999	NF	LiesAcrossAmerica	"forced Kalakaua to sign a constitution supporting white interests. Venereal disease, cholera, influenza, measles, typhoid, smallpox, and other diseases from Europe and Asia,"
2000	FIC	CountryInMindWallace	"son at Harvard "" symbolized dizzy grandeurs to her. "" Her death in the influenza epidemic of 1919 plunged her wildly ambitious but deeply insecure son into a two-year,"
2000	FIC	FantasySciFi	"put into an isolation unit until the virus, an ancient and lethal form of influenza, could be identified and destroyed. # Males got a promotion for saving Mogul"
2000	FIC	FantasySciFi	"so massive as to create a two-year winter while launching lethal epidemics of genetically enhanced influenza viruses that decimate the survivors. Twelve billion people will die. "" # Gray"
2000	FIC	SouthernRev	"Gazing at the monument, he remembered with full force his own bout with the influenza. It had struck him, he remembered, on the very verge of battle-or"
2000	FIC	SouthernRev	"seemed powerful evidence that Uncle Ezra and his mother were right. Quite possibly the influenza, with its violent coughing and feverish nightmares, amounted to divine retribution. This"
2000	FIC	FantasySciFi	were raging in Africa as early as the 2070s. Annual worldwide outbreaks of lethal influenza had become the rule by 2080. It seems that the Time of Troubles was
2000	MAG	Time	"by others or by the Love Bug's author. # Like a real Asian influenza, the virus first emerged in Hong Kong. From there it sped westward with"
2000	MAG	Time	"relief of colds and flulike symptoms. "" It is the standard homeopathic treatment for influenza and goes for about $10 a box. But like other homeopathic products, it"
2001	FIC	DangerousWater	left hand when the agony of motion grew unbearable. That winter an attack of influenza had left him with a permanently damaged lung. It would be yet more months
2001	FIC	EdgeTown	"taking care of the family and her mother, who had never fully recovered from influenza. As she walked along the hard-packed road, Julie's mind roamed. Like"
2001	MAG	Time	"to get a flu shot. After all, 20,000 Americans each year die of influenza. And this year in particular, the mayor suggested, getting a flu shot"
2001	MAG	Time	"a couple of problems with his logic. For one thing, getting vaccinated against influenza doesn't guarantee you won't get sick. Although highly effective, the flu"
2001	MAG	Time	complications. There's no need to compound the tragedy by making this year's influenza epidemic any worse. # See Dr. Ian on NBC's Today show. E-mail
2002	FIC	Play:ImaginaryFriends	"to visit my father's parents, who were rich. It was during the influenza pandemic, and we all caught it on the train, and my parents died"
2002	FIC	CubaLibre	"die of yellow fever. Seven years later her and both my sisters died of influenza. And my dad, he came back to New Orleans to run a sugarhouse"
2002	MAG	MilitaryHist	problem was worsened by days of bone-chilling rain that turned the roads into gumbo-and started influenza raging among the front-line troops. The Air Service was also having its troubles maintaining
2002	MAG	MilitaryHist	"British armies were close to exhaustion, and the combination of 117,000 Argonne casualties, influenza and a total lack of replacements rendered the ability of the First and Second American"
2002	MAG	TotalHealth	"foremost authority on vitamin C, speaks of a "" hundred-gram cold, "" an influenza so severe it can burn away 100 grams (not milligrams) of vitamin C"
2003	FIC	Ploughshares	"her youth she was sensitive to death; she had lost her only brother to influenza. # "" Yes, "" he said, "" it is most depressing,"
2003	FIC	Ploughshares	that young man of great promise who had survived the war only to die of influenza eight months later in the room where he'd been born. Three years ago
2003	MAG	Time	"their practices immediately. # There are good reasons to give toddlers flu shots. Influenza is a serious disease that kills an average of 36,000 Americans a year. Recent"
2004	MAG	Time	"so intriguing. For the first time, researchers have direct evidence that exposure to influenza in utero is tied to a greater likelihood that an individual will someday develop schizophrenia"
2004	MAG	Time	"individual will someday develop schizophrenia. # That doesn't mean that the link between influenza and schizophrenia is airtight. "" It's really important to duplicate these results,"
2004	MAG	Time	those women whose children later developed schizophrenia. The researchers discovered that the presence of influenza antibodies -- a sure sign of infection -- during the first half of pregnancy correlated
2004	MAG	Time	pregnancy correlated with a threefold greater risk of schizophrenia. There was no correlation with influenza during the second half of pregnancy. # Why would exposure to influenza during pregnancy
2004	MAG	Time	correlation with influenza during the second half of pregnancy. # Why would exposure to influenza during pregnancy increase the risk of schizophrenia? No one knows. Perhaps the infection
2004	MAG	Time	"damages the developing brain. Or the reason may have something to do with how influenza affects the mother's lungs, decreasing the amount of oxygen that can get to"
2004	MAG	Time	"is real, it would account for just 14% of schizophrenia cases. # Developing influenza during pregnancy carries its own more immediate risks and often requires hospitalization. That is"
2005	FIC	RiverDarkness	"after losing his wife and baby daughter, both in the same week, to influenza. The son of a farmer, he had wanted to return to the land"
2005	MAG	Time	"(WHO) declared in September, once again, that as far as an influenza pandemic is concerned, the question is not if but when, not whether millions"
2005	MAG	Time	". We bounce back and forth between being scared silly and just plain apathetic. Influenza regularly kills 1 million people a year -- 36,000 of them in the U.S. --"
2005	MAG	Time	DOES A FLU THAT KILLS BIRDS BECOME A FLU THAT KILLS PEOPLE? # All influenza viruses -- if you trace their lineage back far enough -- got their start in
2005	MAG	Time	"animals trading germs back and forth, southern China has been the traditional birthplace of influenza, including the nasty strain of H5N1 bird flu that's keeping public-health officials awake"
2005	MAG	Time	"a corner office in Hong Kong and a position as one of the most important influenza experts in the world. As we inch closer to a possible flu pandemic,"
2005	MAG	MensHealth	"resorted to digging mass graves with steam shovels. # This was "" America versus Influenza "" 87 years ago, at the height of World War I. By the time"
2005	MAG	MensHealth	"as "" anthrax "" and under "" multi -- drug-resistant TB, "" is "" influenza. "" # Of course, the NIAID isn't referring to the A,"
2005	MAG	MensHealth	"NIAID isn't referring to the A, B, or C seasonal strains of influenza that we're used to; those are viruses that infect the respiratory system and"
2005	MAG	MensHealth	"that's more on the order of the Spanish flu, a viral strain of influenza A that could make smallpox look like small potatoes. # "" In our lifetime"
2005	MAG	MensHealth	"may now be hitchhiking its way across Southeast Asia. Since 2003, an avian influenza called H5N1 has killed at least 57 people and sickened twice as many in Vietnam"
2005	MAG	MensHealth	"of flu-related complications every year, they're worrisome in context. Avian strains of influenza don't normally infect humans, but this one has mutated and made the interspecies"
2005	MAG	MensHealth	"this one has mutated and made the interspecies leap. What's more, the influenza viruses behind the last two pandemics were of avian origin. # Yet another factor"
2005	MAG	MensHealth	"the cancellation, and the series was subsequently abandoned. # "" The problem with influenza is that it's really a bridesmaid disease, "" says Scott Harper, M.D."
2005	MAG	MensHealth	half of them had died. # One similarity between the Ebola virus and avian influenza (aside from their capacity for carnage) is that both diseases initially move from
2006	MAG	Time	"In my opinion, the anxiety is unfounded. At the moment, the H5N1 influenza virus is mainly a threat to birds. The virus can infect and kill other"
2006	MAG	Time	"its virulence would probably diminish over time. That is the general pattern of all influenza pandemics, including the terrible one of 1918."
2006	MAG	Redbook	"and whooping cough); MMR (measles, mumps, and rubella); influenza; and varicella (chicken pox). Other vaccines, such as hepatitis B"
2006	MAG	Shape	"your annual flu shot. October and November are the best times to get the influenza vaccine and, according to the Centers for Disease Control and Prevention, it's"
2006	MAG	Ebony	", eye and ear exams * Sigmoidoscopy (every three to five years) * Influenza vaccine (annually) * Pneumococcal vaccine (annually) // #"
2007	MAG	PopScience	"inspector in Iraq. "" It gives a better understanding of how genetic information in influenza can change over time. "" The work goes on. Last October, members"
2007	MAG	MotherEarth	"or increased disease susceptibility. "" In contrast, outside in the open air, influenza viruses quickly dehydrate and die, or are rapidly killed by the UV rays in"
2007	MAG	MotherEarth	"multi-drug resistant Salmonella in eggs, the big recent shift in the ecology of avian influenza has been the intensification of the global poultry sector. PREEMPTIVE STRIKES In October 2005"
2007	MAG	MotherEarth	", easily transmissible from one person to the next, and thereby trigger the next influenza pandemic. It's happened before. In 1918, a bird flu virus spawned"
2007	MAG	MotherEarth	". Sidebar Six-week-old ducks'mill about their barn on a duck farm in Pennsylvania. "" Influenza Evolution: FROM PONDS TO PEOPLE The avian influenza virus has existed for millions of"
2007	MAG	MotherEarth	"duck farm in Pennsylvania. "" Influenza Evolution: FROM PONDS TO PEOPLE The avian influenza virus has existed for millions of years as an innocuous, intestinal, waterborne infection"
2007	MAG	MotherEarth	"cough to shoot the virus from one person to the next. In the avian influenza virus' natural reservoir though, the duck doesn't get sick, because the"
2007	MAG	MotherEarth	". The virus must mutate or die. Unfortunately for us, mutating is what influenza viruses do best. In aquatic birds, the virus is perfectly adapted in totally"
2007	MAG	MotherEarth	""" In "" The World Health Report 2007, "" the WHO reiterated that an influenza pandemic currently poses the greatest threat to international public health and that the "" question"
2007	MAG	MotherEarth	"greatest threat to international public health and that the "" question of a pandemic of influenza from this virus H5N1 or another avian influenza virus is still a matter of when"
2007	MAG	MotherEarth	"the "" question of a pandemic of influenza from this virus H5N1 or another avian influenza virus is still a matter of when, not if. "" The Asian scientists"
2007	MAG	MotherEarth	"Resistance, "" at **26;7180;TOOLONG 2006/8837/8837. pdf. The "" question of a pandemic of influenza from this virus or another avian influenza virus is still a matter of when,"
2007	MAG	MotherEarth	". The "" question of a pandemic of influenza from this virus or another avian influenza virus is still a matter of when, not if. "" A worker collects"
2008	FIC	GoodWoman	"the first week of January, Annabelle had fallen ill with a severe case of influenza. Her parents had been worried about her when it turned rapidly to bronchitis,"
2008	FIC	WettestCountyIn	"Generations of families had known the ancient periodical ravages of sweeping illness like diphtheria, influenza, smallpox, and the certain knowledge of death's deliberate visitation ground all activity"
2008	FIC	WettestCountyIn	"first crossing the Atlantic from England and then anchored in Norfolk harbor in quarantine. Influenza was rampant on the ship, nearly half the men consumed with it on the"
2009	FIC	DustShadowAccount	"extent, the same ailments parade across my consulting room from day to day -- influenza, rheumatism, agues -- the most peaceful of maladies. However, living in"
2000	MAG	Money	"Auburn Hospital in Cambridge, Mass. sees: Traveler's diarrhea, respiratory infections and influenza are the most common. Among more serious illnesses, malaria, typhoid and dengue"
2000	MAG	MilitaryHist	"by land. Sebastopol fell on September 9,1855. Czar Nicholas I had died of influenza in March, and the new czar, Alexander II, was looking for peace"
2000	NEWS	Houston	"wringing their hands in frustration at being unable to provide basic, preventive immunizations. Influenza, complicated by pneumonia, is the fourth-largest cause of death in this country."
2000	NEWS	AP	"be expedited. By Ernst E. Abegg. AP Photos ZUR178,180,181. # LONDON An influenza outbreak has struck parts of Europe, the Middle East and North America especially hard"
2001	MAG	Atlantic	"By 1910 only 300 Kosraeans had survived the Western imports of smallpox, measles, influenza, and sexually transmitted diseases. James Neel, a geneticist at the University of"
2001	MAG	Ebony	"action plan to control the disease. // * 1espiratory infections such as colds, influenza, sore throats and sinus infections (these are the most common asthma triggers in"
2001	NEWS	Houston	". # The new type of vaccine was pioneered in 1990 against the deadly haemophilus influenza type B, once the most common cause of bacterial meningitis in children, Kaplan"
2002	MAG	ChildLife	"the whispered conversations-it was all becoming unbearable-while upstairs his younger sister Elsa lay ill with influenza. Less than a week after she became ill, Elsa died. The family"
2003	NF	WhereIWasFrom	"whom I never knew. She caught fever during the waning days of the 1918 influenza epidemic and died, leaving a husband and two small boys, one of them"
2004	NEWS	Atlanta	"on touch-screen voting. 617215 # It has been 34 days since the first avian influenza infection was confirmed in a poultry flock in Southeast Asia. # Since then,"
2004	NEWS	Atlanta	of the disease in China? # What scientists fear most is a mixing of influenza strains that would combine the severity of avian influenza with the contagiousness of the human
2004	NEWS	Atlanta	fear most is a mixing of influenza strains that would combine the severity of avian influenza with the contagiousness of the human variety. China -- the globe's most populous
2004	NEWS	Atlanta	"know everything that might be out there. "" # The CDC's chief of influenza epidemiology, Dr. Keiji Fukuda, just returned from leading a bird flu deployment to"
2005	MAG	MensHealth	change. # Such a shift could occur if a man who's harboring human influenza simultaneously becomes infected with H5N1. His lungs would then turn into a lab experiment
2005	MAG	MensHealth	"could "" reassort, "" meaning that a chunk of the genome from the human influenza would insert itself into the genome of the avian flu. The resulting Frankenflu would"
2005	MAG	MensHealth	"is made from a killed virus, so it's impossible for it to cause influenza, says Arnold Monto, M.D., a professor of epidemiology at the University of"
2005	MAG	MensHealth	"barbell won't purify your body. Besides, if what you have is really influenza, you're not going to feel like stopping at a Gold's Gym."
2005	MAG	MensHealth	"it the stomach flu, "" says Dr. Beckstead. "" But it's not influenza; it's viral gastroenteritis. "" So, while the flu shot won't"
2006	MAG	PopScience	"you buy something, we suggest these talking points: + One strain of avian influenza in particular, H5N1, is endemic in birds throughout Asia and has recently spread"
2006	NEWS	USAToday	"infection that then infects people in the United States, than I am of an influenza coming over here on an airplane (carried by a human). We already"
2006	NEWS	USAToday	"once that happens, then it's going to be spread the way you get influenza every year. # Q: How much warning would Americans likely have that a"
2006	NEWS	USAToday	"that we don't have enough, and the reason is that the distribution of influenza vaccine is left fundamentally up to the private distributors. There isn't a uniform"
2006	NEWS	USAToday	companies don't want to get involved a) in vaccine or b) in influenza vaccine. # Q: If you discover that there is evidence of person-to-person transmission
2006	NEWS	Atlanta	"he's needed it to help mobilize the country in its preparations for a possible influenza pandemic, as well as to go to New Orleans to help the city rebuild"
2006	NEWS	SanFran	"Food and Agriculture and the United States Department of Agriculture track bird flu (avian influenza) and have recently stepped up the testing, restrictions and imports of birds."
2006	NF	AgricResrch	"efforts to deal with one of today's most pressing animal health issues: avian influenza (AI). In April 2005, the United Nations Food and Agriculture Organization"
2006	NF	AgricResrch	"and Agriculture Organization and the World Organization for Animal Health launched the New Worldwide Avian Influenza Network (known as "" OFFLU "") to coordinate reference laboratories focusing on AI"
2006	NF	AgricResrch	") to coordinate reference laboratories focusing on AI in animals and those focusing on human influenza. The network, of which SPRL is part, is designed to speed up"
2006	NF	AgricResrch	"entry. # PHOTO (COLOR): In efforts to control or eradicate avian influenza, veterinary medical officer David Suarez provides expertise and guidance to several Southeast Asian and"
2006	NF	IntlAffairs	"that the recent SARS epidemic holds for stemming the potential outbreak of a deadly avian influenza pandemic, Caballero-Anthony supports ongoing efforts to treat what were formerly considered medical and scientific"
2006	NF	IntlAffairs	"and economic production, assuming that it occurred on the same scale as the 1918 influenza pandemic. (n69) # Having considered the underpinnings of global disaster relief in terms"
2007	NF	EnvironHealth	", the widely publicized occurrence of large foodborne-disease outbreaks, and the threat of pandemic influenza all serve as recent models illustrating the impact and burden of disease on the resources"
2007	NF	EnvironHealth	health guidance that informs employees and employers about the hazards of occupational exposure to avian influenza from infected birds and provides practical recommendations on ways to avoid infection. # The
2007	NF	VaccinatedOneMans	1918 flu pandemic // In May 1997 a three-year-old boy in Hong Kong died of influenza. His death wasn't unusual. Every year in every country in every corner
2007	NF	VaccinatedOneMans	"But this infection was different. Health officials couldn't figure out what type of influenza virus had killed the boy, so they sent a sample of it to the"
2007	NF	VaccinatedOneMans	"particular virus had never infected people before. A few months passed. The rare influenza virus infected no one else -- not the boy's parents, or his relatives"
2007	NF	VaccinatedOneMans	". "" The disease spread to another chicken and another. // The strain of influenza virus that infected birds in Southeast Asia was particularly deadly, killing seven of every"
2007	NF	VaccinatedOneMans	"more people, killing six -- a death rate of 33 percent. (Typically influenza kills fewer than 2 percent of its victims.) Soon the virus disappeared."
2007	NF	VaccinatedOneMans	"We just don't know what time it is. "" // Health officials feared an influenza pandemic because they knew just how devastating pandemics could be. During the pandemic of"
2007	NF	VaccinatedOneMans	"the pandemic of 1918 and 1919 -- the one called the last great plague -- influenza infected five hundred million people, half the world's population. The virus,"
2007	NF	VaccinatedOneMans	". In a single month, October 1918, four hundred thousand Americans died of influenza. Influenza typically kills the most vulnerable members of the population, the sick and"
2007	NF	VaccinatedOneMans	"a single month, October 1918, four hundred thousand Americans died of influenza. Influenza typically kills the most vulnerable members of the population, the sick and the elderly"
2007	NF	VaccinatedOneMans	"since the 1970s the AIDS pandemic has killed twenty-five million people. // Pandemics of influenza are inevitable. During the past three hundred years, the world has suffered ten"
2007	NF	VaccinatedOneMans	"But despite their frequency and reproducibility, only one man has ever successfully predicted an influenza pandemic and done something about it. // His name was Maurice Hilleman. Born"
2007	NF	VaccinatedOneMans	"Maurice Hilleman. Born Saturday morning, August 30, 1919, during the worst influenza pandemic in history, Hilleman was the eighth child of Anna and Gustave Hillemann."
2009	NF	FiftyMilesFrom	", telling about life at that time. He wrote of the local deaths from influenza, about his six years working with the reindeer herd, about hunting foxes and"
