YEAR	TYPE	SOURCE	CONTEXT
1977	NEWS	NYT-Ed	explosion was a reminder that the chief purpose of the original test-ban negotiations in the 1950's was to close the nuclear mu') ana nait tee spreaa cm nuclear
1977	NF	FacingNationTelevision	he led in the General Election of 1945 and again in the General Election of 1950 had been a shock to Churchill and to the Conservative Party as a whole.
1977	NF	FacingNationTelevision	had not been able to prevent television presenting the results of the General Elections of 1950 and 1951; again all he could do was to allow Michael Balkwill to be
1977	NF	TasteAmerica	"When the time for the first license' renewals rolled around at the end of 1950, the FCC announced that it had a right to "" go into "" the matter"
1977	NF	TasteAmerica	function in the thinking process as the sensations of the associationist. As Piaget (1950) puts it: |p26In attempting to reduce the mechanisms of intelligence to those characterizing
1977	NF	TasteAmerica	"a closed, but as an open and dynamic equilibrium, and, Piaget (1950) argues, there is an autonomous tendency for development to progress from relatively unstable"
1977	NF	TasteAmerica	"concern, for he has stated on a number of occasions (e.g. Piaget, 1950, 1967) that his work is directed at explaining how superior levels of scientific"
1977	NF	TasteAmerica	"stable equilibrium for the processes that emerge from the preceding level' (Piaget, 1950, p. 7). On this view, therefore, the development of thinking"
1977	NF	TasteAmerica	"subjects but the most frequently used method is scalogram analysis (Guttman, 1944, 1950; Green, 1956). This technique assesses how closely each individual's attainment"
1977	NF	TasteAmerica	"of a serial principle, not their agreement in some factual context (Cassirer, 1950). After a certain starting-point has been fixed by an original assumption, i.e."
1978	NEWS	NYT-Reg	"his way through law school and entering politics, he had been co-captain of the 1950 championship basketball team at the City College of New York. Mr. Galiber's wife"
1978	NEWS	NYT-Let	"continued his studies alongside the Yalu River. Were he to have been born in 1950 and not traveled the university road, he would have found work somewhere between Hanoi"
1978	NEWS	NYT-Let	needless death in Vietnam and contributed to the steady erosion of domestic liberties in the 1950's and in the Nixonian 70's. Mr. Podhoretz should well know that the
1978	NEWS	Chicago	"others were declared by President Harry Truman at the beginning of the Korean conflict in 1950, by President Nixon in 1970 to deal with a post office strike, and"
1978	NEWS	Chicago	", Department of Economics chairman, who was awarded his doctorate at the university in 1950. "" Market forces really work -- supply and demand -- and there's not"
1978	NEWS	NYT-Let	"the situation in Iran and the worsening relations with Russia all seem part of a 1950's revival. If so, then for the nostalgic strategists at the White House"
1978	NF	CommodityConflict	of the non-oil exporting developing countries in total world exports shrank from a quarter in 1950 to just over 10 per cent in the mid-1970s; their share in primary commodity
1979	NEWS	NYT-Let	"fate of cities is shaped by downtown development and luxury housing booms. In the 1950's, another small but highly visible luxury housing program? urban renewal? was"
1979	NEWS	NYT-Let	policies. Foreign trade has been an important means for technology acquistion since the early 1950's. Aid from the Soviet Union helped build China's industry in the 1950
1979	NEWS	NYT-Let	"1950's. Aid from the Soviet Union helped build China's industry in the 1950's. Since the 1960's, trade with Japan and Europe has been important"
1979	NEWS	Chicago	"men like him are vanishing in today's Australia. Bond arrived in Australia in 1950, the son of a poor English emigrant, and began his career 2 years"
1979	NEWS	NYT-Reg	"only one ambition: to help President Amin lead a peaceful country. Arrived in 1950's Born in Kent, he arrived in Uganda in the 1950's as a"
1979	NEWS	NYT-Reg	". Arrived in 1950's Born in Kent, he arrived in Uganda in the 1950's as a poor road-building foreman. He later worked as a photographer, then"
1979	NEWS	NYT-Reg	"David Rockefeller succeeded his father as chairman of the board of trustees, serving from 1950 until 1975. Since then, he has been chairman of the executive committee."
1979	NEWS	NYT-Reg	"virus and developing methadone maintenance as a treatment for heroin addiction. Until the early 1950's, Rockefeller University largely survived on its endowment from John D. Sr. and John"
1979	NEWS	NYT-Let	", quite apart from their inherent penchant for unity. The Act of Unity of 1950 specifically provided that it should not in any way prejudice the ultimate solution to the"
1979	NEWS	NYT-Ed	"too many ways the North Koreans seem stuck in the East German mode of the 1950's. Unreconciled to a division that leaves them inferior, they keep probing for"
1979	NEWS	NYT-Ed	"there. And Kim Il Sung, the man who made a bad war in 1950, continues to rule North Korea by Stalinist methods. He is probably unfit psychologically"
1979	NEWS	NYT-Let	"that the original book was written by my cousin Hans Mueller, who died in 1950. Hans Mueller needs no belated recognition, but I feel I should set the"
1979	NEWS	NYT-Reg	"new undercarriages, or trucks. They' will be the standard model used since 1950 on almost 6,000 city subway cars. The Transit Authority estimates that the bill for"
1979	NEWS	NYT-Let	"Mild Response to Chilean Murder The U.S. Role? and Solution? in Iran's 1950's Crisis To the Editor: In his Dec. 5 letter, Prof. Charles Issawi"
1979	NF	StoryExperience	chapter of the state of the art. Starting the round of publications in the 1950's was Charles Laughton with his article in the Atlantic Monthly. In 1956 Gudrun
1979	NF	StoryExperience	"television story program in North Carolina, for channel WFMY-TV, in Greensboro, around 1950. Later, from New Bern in the same state, she produced a similar"
1979	NF	AnatomyIsraeli	", these men had difficulty in accepting military service. Pay was nominal. Between 1950 and 1953 the estimated annual outlay for a soldier's maintenance was shoo, inadequate"
1979	NF	AnatomyIsraeli	"the moment, however, standards declined even further when during the harsh winter of 1950, the Army was called upon to deal with tasks that the civilian agencies could"
1979	NF	AnatomyIsraeli	"the early 1950s. The British? French? American Tripartite Declaration of 25 May 1950, aiming to maintain an arms balance in the Middle East, was interpreted by"
1979	NF	AnatomyIsraeli	", involving the theft of livestock or irrigation pipe, but before the end of 1950, they had escalated to sabotage and the murder of civilians, becoming ever more"
1979	NF	AnatomyIsraeli	"sabotage and the murder of civilians, becoming ever more brutal and bloody. In 1950, Israel had i9 citizens killed and 31 wounded by these acts; 48 were"
1979	NF	AnatomyIsraeli	"All this equipped an Egyptian military establishment expanded from 65,000 regulars in all services in 1950, to 9o,000 regulars and io, 000 reservists, and a ioo, 000"
1979	NF	AnatomyIsraeli	"manoeuvres involving over ioo, 000 soldiers. The first, Manoeuvre A, in 1950 tested the call-up system, while Manoeuvres B and C, held in 1951,"
1979	NF	AnatomyIsraeli	"come up with the money, political considerations interfered with sales. As early as 1950 there were intimations that the French Ouragan fighter, a first generation jet, might"
1979	NF	LanguageResponsibility	"of "" discourse analysis, "" as Harris has developed it in variouspublications since about 1950. What is relevant in this context is that transformational relations in Harris's sense"
1970	NF	BuddhistLeader	"the Congress of Jewish Cultureat Hunter College, New York, on March 26, 1950. The following Yiddish choruses participated: the Workmen'sCircle Choruses of Philadelphia and Trenton,"
1970	NF	BuddhistLeader	"of the Jews. A volume of great interest entitled Bibliography of JewishMusic appeared in 1950. It is the work of Alfred Sendrey, who was an orchestral conductor in"
1970	NF	BuddhistLeader	"invited Jewish musicologists to speak on various Jewishmusical subjects at its monthly meetings. In 1950 the Society published in its journal an extensive article on "" The Structure of the"
1970	NF	BuddhistLeader	"chorus and orchestra, was performed with great success by the New York Philharmonic in 1950. Israeli folk songs are frequently heard all over the land, both in concert"
1971	NF	TowardCritical	"exact, his meaning unequivocal. Perhaps the disarray that is so disturbing, from 1950 onward, is the price of greater flexibility.) Riesman's work often lack"
1972	NF	ImageInForm	"sky where the deep-blue cloak beneath the infant is rarefied. from Colour and Form, 1950 edition, pp. 124? 31 20The Reliefs in the Tempio Malatestiano, RiminiThe Tempio"
1972	NF	IssuesInOutdoor	"parks are jammed to the crisis point, with a fourfold rise in visitors nee 1950. Sporting "" occasions ""? the Department defines an "" occasion "" as a"
1972	NF	IssuesInOutdoor	"25,310 acres of land adjacent to or with good accessibility to the reservoir project between 1950 and May 1964. Analysis was also made for the same period of 101 sale"
1972	NF	IssuesInOutdoor	the study was concluded. The sales prices per acre for the control area from 1950 through 1964 continued to follow a normal price trend line. The speculative influence of
1972	NF	IssuesInOutdoor	"production of aerosols using Freon has increased almost exponentially since their introduction in the early 1950's. In 1954, according to one estimate, 188 million cans were produced"
1972	NF	IssuesInOutdoor	"believe that there is no end to the largess of nature? In the early 1950's, an American geologist, King Hubert, warned that oil production in this"
1972	NF	IssuesInOutdoor	"been proceeding at a spendthrift rate:? Water consumption in the U.S. doubled between 1950 and 1975. According to the U.S. Geological Survey, it will double again by"
1972	NF	IssuesInOutdoor	"nation that depends on crop-sales overseas to maintain a balance of trade.? In 1950, the U.S. consumed two billion tons of new materials and minerals, or about"
1972	NF	IssuesInOutdoor	"more boats, and more efficient fishing technology, jumped from 21 million tons in 1950 to 64 million tons in 1970. Since then it has declined. By 1973"
1973	NF	HistoryLiterary	"1916?): Toward a New Analysis In his Philosophy of the Arts (1950), Weitz cited Clive Bell's opinion that literature can never be pure art"
1975	NF	LeisureServices	"For example, although the population of the United States grew from 151 million in 1950 to 185 million in 1961, during that same period, the population in the"
1975	NF	LeisureServices	"Edition? A Review of Local and County Recreation and Park Developments, 1900? 1950 (New York: National Recreation Association, 1951). 4. Letter,"
1975	NF	LeisureServices	"to many economists, the United States has been on a recreation buying spree since 1950. The census data supports this contention, because expenditures for personal leisure goods and"
1975	NF	LeisureServices	"County, Wyoming, where Grand Teton National Park is located, revealed that In 1950, the year in which the Grand Teton National Park was enlarged, total assessment"
1975	NF	LeisureServices	"$8.2 million. The sales and use tax in Teton County amounted to $76,457 in 1950. Eight years later revenue from this tax had doubled to amount to $153,704."
1975	NF	LeisureServices	"25,310 acres of land adjacent to or with good accessibility to the reservoir project between 1950 and May 1964. Analysis was also made for the same period of 101 sale"
1975	NF	LeisureServices	the study was concluded. The sales prices per acre for the control area from 1950 through 1964 continued to follow a normal price trend line. The speculative influence of
1975	NF	SexLitigationPublic	"years, however, it has dropped the same amount, from 13.5 years in 1950 to a predicted mean age for 1970 of 11.5.... There is"
1976	NF	JointChiefsStaff	", Morris Janowitz discovered that 30 percent of the officers in the armed forces in 1950 were from the South. Table 3 contains a list of appointees by administration."
1976	NF	JointChiefsStaff	the Army's most prestigious assignments and ultimately to Chief of Staff. In December 1950 General Walker was killed in a jeep accident in Korea and Ridgway was named to
1976	NF	JointChiefsStaff	"Infantry Division. He was not involved in the Korean War. Instead, from 1950 through 1955, he worked in the Pentagon, first as chief of the budget"
1976	NF	JointChiefsStaff	Americans into action. He took the 1st Provisional Infantry Battalion into Korea in August 1950 and remained in | that beleaguered country for fifteen months. He was involved in
1976	NF	JointChiefsStaff	"Fechteler directed ten amphibious operations in New Guinea and the Philippines. Between 1945 and 1950, Fechteler served as assistant chief of naval personnel under Denfeld, deputy CNO for"
1976	NF	JointChiefsStaff	"as commander of battleships and cruisers of the Atlantic Fleet. On February 1, 1950, he was named as the Commander in Chief of the Atlantic Fleet (CINCLANTFLT"
1976	NF	JointChiefsStaff	"as deputy CNO for logistics under Nimitz, Denfeld, and Sherman. In March 1950, he took command of the 2nd Fleet and six months later became commander in"
1976	NF	JointChiefsStaff	"House Republicans, Truman restored Burke's name and he became an admiral in July 1950. After the outbreak of the Korean War, Burke became deputy chief of staff"
1976	NF	JointChiefsStaff	"was succeeded by Nathan Twining, who had been his vice-chief of staff since July 1950. Twining graduated from West Point five years before Vandenberg with the class of 1918"
1976	NF	JointChiefsStaff	"took command of the Air Material Command and then the Alaskan Command. In July 1950, he became deputy chief of staff for personnel and three months later moved up"
1976	NF	JointChiefsStaff	an air advisor to the Chinese government. He spent the period from 1947 to 1950 in the Pentagon. For the next twelve years McConnell worked with the Strategic Air
1976	NF	JointChiefsStaff	"step in when Thomas White retired. In his study of the military leadership of 1950, Morris Janowitz found that the majority of the elite nucleus of the services had"
1976	NF	JointChiefsStaff	"with the last four defense budgets produced by the Truman administration, from fiscal year 1950 to fiscal year 1953. During these four budget evolutions, the JCS worked with"
1976	NF	JointChiefsStaff	"Lovett. Moreover, these budgets were produced in two entirely different environments. The 1950 and 1951 budgets were produced in an environment characterized by a severe decline in military"
1976	NF	JointChiefsStaff	"military chiefs on two budgetary evolutions, a supplement to the 1949 budget and the 1950 budget. In each of these evolutions, the Joint Chiefs played similar roles."
1976	NF	JointChiefsStaff	"budgets. In 1949, the chiefs asked for a $9 billion supplement and in 1950 they requested a total budget of $29.4 billion. The ceilings for these budgets were"
1976	NF	JointChiefsStaff	"1949 the chiefs and Forrestal agreed on a $3.48 billion supplement and in fiscal year 1950 they settled on $16.9 billion. Forrestal made impassioned pleas to the White House,"
1976	NF	JointChiefsStaff	", when Truman made his decisions on the ceilings for the 1949 supplement and the 1950 defense budget, he informed the Joint Chiefs that he expected them to support the"
1976	NF	JointChiefsStaff	helm at the Pentagon while Congress was hearing testimony on the budget for fiscal year 1950 and the Joint Chiefs were working on a statement of forces and major national requirements
1976	NF	JointChiefsStaff	"the secretary that the budgetary ceiling for 1951 would be 1.5 million less than for 1950, or $13.5 billion. Without asking the services for the implications of the budget"
1976	NF	JointChiefsStaff	"implications of the budget cut on their programs, Johnson then ordered a reduction in 1950 expenditures of approximately $1 billion and directed the JCS to agree on a budget for"
1976	NF	JointChiefsStaff	", "" cost "" team player "" Denfeld his job. By early September, 1950, the United States was very close to being driven off the Korean peninsula by"
1976	NF	JointChiefsStaff	"war has turned very hot for the United States on two occasions, Korea (1950? 53) and Vietnam (1964? 73). In addition to these"
1976	NF	JointChiefsStaff	". Officially the Korean War lasted for just over three years, from late June 1950 until July 1953. However, most of the real decisions about conducting the war"
1976	NF	JointChiefsStaff	"chapter three, defense spending had fallen from $85 to $10 billion between 1945 and 1950. The 45,000 troops in South Korea represented about 9 percent of the total Army"
1976	NF	JointChiefsStaff	"from the American defense perimeter. When the North Koreans attacked on June 25, 1950, American forces in South Korea consisted of a 500-man military advisory group. |"
1976	NF	JointChiefsStaff	"that the President seek a congressional resolution approving this action. On July 3, 1950, the President assembled a group of fourteen people, including Bradley, at Blair"
1976	NF	JointChiefsStaff	"the JCS that he planned to land two divisions at Inchon on September 15, 1950. MacArthur favored an amphibious operation over a frontal assault because the latter would involve"
1976	NF	JointChiefsStaff	", Bradley had served as Army Chief of Staff, and in the fall of 1950 would also become a five-star general. Because of Bradley's close personal and professional"
1976	NF	JointChiefsStaff	"he would start a general offensive toward the Yalu, and on November 24, 1950, MacArthur flew to Korea and announced to the press that American troops would be"
1976	NF	JointChiefsStaff	"war in Vietnam can be broken down into three stages: gradual involvement, from 1950 to 1964; massive involvement, from 1964 to 1968; and withdrawal, from"
1980	FIC	SecondComing	. He remembered his father remember the actor as they were driving in Hollywood in 1950. After the Georgia hunt they had gone West. At the end of the
1980	FIC	Mov:RagingBull	in self-defense! Section Details 57 INT: JAKE'S LIVING ROOM - DAY (1950) JAKE is struggling with his later model ten-inch RCA TV. He fools with
1980	FIC	Mov:RagingBull	"Section Details 64 INT: OLYMPIA STADIUM, DETROIT - NIGHT (SEPT. 13, 1950) The LAMOTTA-DAUTHUILLE middleweight championship is told through the eyes and words of the RINGSIDE"
1980	MAG	SportsIll	"juniors -- Doc Blanchard in 1945, Doak Walker in 1948, Vic Janowicz in 1950, Roger Staubach in 1963, Griffin in 1974 and Sims in 1978 -- have"
1980	MAG	Time	"over the TV news, Maggie Higgins might not be the sensation she was in 1950. (In the new journalism neither might Bigart; he stutters.) But"
1980	MAG	Time	"devised smaller and even quicker machines, among them the celebrated UNIVAC, developed in 1950. But Sperry lost its early lead in computers to IBM, and ENIAC'S"
1981	FIC	WorldWithoutEnd	unnoticedright in Valerian's sightline. He sat in the greenhouse oblivious to everything but 1950 when he heard for the first time his son's song. All the years
1981	FIC	Play:FM	"PL011522 Mise en scene: SEATTLE IN THE 1950's. The stage should be divided into two playing areas: the OUTSIDE,"
1981	FIC	Mov:EscapeFromNewYork	"FIGURES loom. FOUR MEN. They look like Punk Rockers. Delinquents from the 1950's. Sort of. Short, crew-cut hair. Eye makeup. Leather."
1981	FIC	HotelNewHampshire	"often exasperated with his father, now that Iowa Bob was getting older. In 1950 Frank was ten, Franny was nine, I was eight, and Lilly was"
1981	MAG	Time	"and going as high as 75% in Adelaide. # Based on Nevil Shute's 1950 novel, the script by Tom Hegarty and Rosemary Anne Sisson begins in Malaya in"
1981	MAG	Time	"join the Government, he has worked for nearly every Administration. In a celebrated 1950 memorandum, he defined the Soviet military threat and urged vastly increased defense spending."
1981	MAG	Time	"key military legislation. When mentioned as a possible choice for Secretary of Defense in 1950, he said, "" Shucks, I'd rather go on running the Pentagon"
1981	MAG	Time	"group's new head # The National Council of Churches was born in Cleveland in 1950 with a blizzard raging outside the hall, but with sizzling enthusiasm coming from the"
1981	MAG	Time	". Other black stars soon followed, taking their fans with them, and by 1950 the leading Negro League clubs were but of business. # The idea for a"
1982	MAG	Time	"aging Nationalist Chinese generals, who with their armies sought sanctuary in the triangle in 1950 and developed the lucrative drug trade."
1982	MAG	Time	", critics and poets. He is best known for The Labyrinth of Solitude (1950), a classic work that has explained Mexico to foreigners, and to many"
1982	MAG	Time	"PLACED IN INSANE ASYLUM. 1945: FRANCES FARMER DISAPPEARS AGAIN, IS FOUND. 1950: EX-STAR RELEASED AFTER YEARS IN VIOLENT WARD. 1958: FRANCES FARMER, THIS"
1982	MAG	Time	"Sid Caesar, 59, and Opinion by Imogene Coca, 73, stars from 1950 to 1954 of Your Show of Shows, a TV comedy classic. This week"
1982	MAG	Time	"temper, Shehu allegedly shot and killed a colleague who argued with him during a 1950 meeting of the Albanian Cabinet. # DIED. Donald Cook, 72, acid-tongued"
1982	MAG	Time	"performed with Arturo Toscanini and the NBC Symphony. He made his Met debut in 1950 in the title role of Gounod's Faust. # DIED. Karl Struss,"
1982	MAG	Time	illustrious cast from Liz's previous marital flings: Hotelier Conrad Hilton Jr. in 1950; British Actor Michael Wilding in 1952; Producer Mike Todd in 1957; Singer
1983	MAG	Time	"bold use of the cumbersome device to "" putting John Glenn in a rocket in 1950 and aiming him at the moon. "" Jarvik feels that his invention has already"
1983	MAG	Time	"1966. But following a feud with Rudolf Bing, the Met's impresario from 1950 to 1972, he was pushed aside as board president. When Bing's successor"
1983	MAG	Time	"Commissar (1945), and an eloquent contribution to The God That Failed (1950), a collection of essays by former members of the Communist Party."
1984	FIC	AquitaineProgression	"We Californians come up with catchy names. Tab, Troy, Crotch -- the 1950's Beverly Hills syndrome. At Taft, my student ID read Avery Preston Fowler"
1984	MAG	Time	"Sicily and teach Son Michael a cruel lesson in survival. # The time is 1950, and young Corleone is preparing to end the two-year exile imposed after he killed"
1984	MAG	Time	"has now made it his full-time occupation. Atwater, 55, joined TIME in 1950, served as a correspondent and writer, then went to the Saturday Evening Post"
1984	MAG	Time	". Israel established its modern capital in the western part of the divided city in 1950, two years after the country's founding. During the Six-Day War of 1967"
1985	FIC	LakeWobegonDays	"remained for the last viewer was a Flag shot through by cannon fire. In 1950, the Sons of Knute took over Flag Day. Herman gave them the boxes"
1985	FIC	LakeWobegonDays	"on it, and wrote, in orange crayon, "" P INKY our cat 1950 A.D. We love you. R.I.P. "" and went in and had macaroons and"
1985	FIC	MenAngels	"nearly every weekend. "" "" When did you buy it? "" "" In 1950. I was in a bad way when Caroline died, for quite a few"
1985	MAG	SportsIll	"he did not go unnoticed. Billy Southworth, his manager with the Braves in 1950, was the first to tell him he was managerial material. "" Just one"
1985	MAG	Time	"1948), he was nominated 16 times and won for All About Eve (1950), The Robe (1953) and Love Is a Many-Splendored Thing (1955"
1985	MAG	Time	his journey to the U.S. His periodically prosperous family was driven out of Seoul in 1950 by the ravages of the Korean War. His father resettled first in Hong Kong
1985	MAG	Time	", and if anything it is likely to speed up. # As recently as 1950, the census counted fewer than 4 million residents on the U.S. mainland who would"
1986	MAG	Time	"China was a member of the Geneva-based organization, but the country dropped out in 1950, after its Communist revolution. The move to return to the fold is part"
1986	MAG	Time	"will be the first commercial gold mine to open in the Angels Camp area since 1950. The company's general manager, W.B. Williams, expects to cull only.046"
1987	FIC	Mov:BigEasyThe	"TO: Section Details 39 EXT. STORYVILLE HOUSING PROJECT STREET - NIGHT A vast 1950's low-income project, now gone to ruin. Most of the streetlights have been"
1987	MAG	SportsIll	"characteristics of 220 of the top college teams from the past, ranging from the 1950 CCNY squad (the only team to win both the NCAA and NIT titles in"
1987	MAG	Time	". He was a bright student, and after graduating from Weequahic High School in 1950, he spent a year at the Newark extension of Rutgers University. Then,"
1987	MAG	Time	"amount of' true' progress. "" # GAO investigators focused on changes between 1950 and 1982 in the five- year survival rates for victims of twelve types of cancer"
1988	FIC	Mov:RunningOnEmpty	microfilm. A page from the local newspaper. Hold on the date. DECEMBER 1950. Pages roll by until Arthur stops at what he's looking for. THE
1988	MAG	SportsIll	"a 10,000-mile, 20-week tour of Canada with her own show, Skating Sensations of 1950, a guest stint with the Ice Capades, a Rudolph Friml operetta in London"
1989	FIC	RedPhoenix	"Department. Scorpion was an agent -- a deep-cover agent planted in South Korea in 1950, during the confusion caused by the North Korean invasion. Beria, Stalin's"
1989	MAG	Time	"of the Tibetan capital of Lhasa. Ever since China invaded the mountainous region in 1950, the Tibetans have periodically erupted in violent protest against Communist rule. Last week"
1980	MAG	Newsweek	"than the New York City Ballet did when it was created for that company in 1950. With eleven premieres, the current season has challenged the dancers as never before"
1980	MAG	Harpers	"passport. The United States Olympic Committee (incorporated by an act of Congress in 1950) is made the coordinating body for amateur athletes competing in major international games,"
1980	MAG	NewYorker	"and had played with Glenn Miller. By the time I was born, in 1950, he had lost his lip, but he played piano all the time,"
1980	MAG	SatEvePost	to be president to another. Her father had been elected to the Senate in 1950? though he'd first been elected to Congress in 1932? and her husband
1980	MAG	SatEvePost	any attempt to influence or even halt this stupidity? Far from it. By 1950 the U.S. was underwriting France's military effort in Vietnam to the tune of $150
1980	MAG	NewRepublic	the US dependency on foreign supplies has grown steadily since the Korean War. In 1950 only four of 13 key strategic minerals were imported into the US in quantities of
1980	NEWS	Boston	"returning to the United States briefly in 1949. He went back to Europe in 1950, and made his way to Italy, where he started another novel, never"
1980	NEWS	Boston	"perhaps a unique thrust into the imagination of ourselves. "" On Dec. 31, 1950, Lewis was taken from his home in Rome to a clinic on the outskirts"
1980	NEWS	CSMonitor	"The exception is an assemblage of metal robots and space toys made in Japan between 1950 and 1970. These, he believes, are the collectible antique toys of the"
1981	MAG	GoodHouse	"Corlisr. The latter turned out to be her last film.) In January 1950 Shirley took Selznick's advice. Accompanied by her parents and her daughter, Shirley"
1981	MAG	GoodHouse	"away. "" Shirley's divorce from John Agar was final on December 1, 1950, and two weeks later she married Charles Black in the Black family home in"
1981	MAG	NatGeog	"course; the numbers collected by economists and the census tell you that. From 1950 to 1969, New York remained stable in jobs and population, the unrivaled metropolis"
1981	MAG	Harpers	", perhaps understandably, considering they sold more than half the U.S. gold reserves between 1950 and 1971 at $35 an ounce. What a reversal of attitude there has been"
1981	MAG	Nation	"arrangements about which the rest of the country was ignorant? - Beginning in June 1950, eight memorandums from the Boston SAC to F.B.I. headquarters suggest that there was"
1981	MAG	Nation	"first of these reports. One document in this series, dated June 19, 1950, a heavily censored memorandum from the Boston office to. Hoover marked "" Personal"
1981	MAG	Nation	"world. "" World Bank statistics show that. Brandt is not exaggerating. In 1950, per-capita income in the industrial nations was ten times that in the underdeveloped nations"
1981	MAG	Nation	"disgusting particulars of the war of extermination against Voorhees in 1946 and against Douglas in 1950. Those of us who have grown old along with Nixon, certain that the"
1981	MAG	NewYorker	", when I was a graduate student, and I wrote a hundred-page precis in 1950, when I finished my first year of teaching at Concordia Seminary, in St."
1981	MAG	SatEvePost	". "" But then, Goodson-Todman Produc -- tions has been devising game-show winners since 1950, when "" What's My Line? "" hit the black -- and-white screen"
1981	NEWS	Boston	"the road. Dwight Evans is.283-91-302 in 1856 at-bats in Fenway,.248-59-212 in 1950 on the road. And, finally, in his 241 at-bats in Fenway,"
1981	NEWS	CSMonitor	"North Koreans will once again pour across that line, as they did in June 1950, dominates southern thinking even today. It is one of the reasons why south"
1982	MAG	Nation	"is precisely the autonomous economic and political trends that have upset great power relations since 1950 that are shaping the world today, posing new difficulties that can not be solved"
1982	MAG	Nation (1)	", - If few specialists now think that poses a danger, few in 1950 guessed that Serratia marcescens would turn out to be a hazard thirty years later."
1982	MAG	Nation	"the occurrence was five to ten times the national average. He wondered whether the 1950 Army test "" could have seeded the Bay Area environment "" with germs. We"
1982	MAG	Nation	information that the Army had secretly conducted a germ warfare test over San Francisco in 1950. The bacteria had been implicated in the infections of several people and the death
1982	MAG	Nation	", a patient at Stanford University Hospital. He died there on November 1, 1950, and his name was Edward J. Nevin. "" I suddenly realized that they"
1982	MAG	Nation	"century., - If few specialists now think that poses a danger, few in 1950 guessed that Serratia marcescens would turn out to be a hazard thirty years later."
1982	MAG	Nation	"the occurrence was five to ten times the national average. He wondered whether the 1950 Army test "" could have seeded the Bay Area environment "" with germs. We"
1982	MAG	Nation	"appreciably better off today In fact, had we Just maintained the progress made from 1950 through 1965, black family income in 1980 would have been nearly $3,000 higher than"
1982	MAG	SatEvePost	"their number is growing twice as fast as the rest of the population. Since 1950, the over-65 age group has doubled; in the' 70s alone it grew"
1982	MAG	SatEvePost	"In the first half of this century, life expectancy gained 19 years. Since 1950, however, progress has slowed to only five years. For a man of"
1982	MAG	SatEvePost	"vitro (test tube) work is dramatic. The first work was done in 1950, showing that it is effective. The in vitro work in the biochemical and"
1982	MAG	NewRepublic	"he went to Jerusalem to say so out loud. As though it were still 1950, King Hussein only keeps secret lines of com? munication open to the Israeli"
1982	NEWS	Boston	"He said the New York Fire Department recognized the inherent dangers of space heaters in 1950 and as a result they were banned in that city. "" Most people don"
1982	NEWS	Boston	"model would most likely lead to closer political relations, as well. The period 1950 to 1957, when the Chinese economy most approximated the Soviet model, also marked"
1982	NEWS	Boston	"state control. In particular, they look back to the good old years of 1950 to 1957, when China' s growth was at a peak. They also"
1982	NEWS	CSMonitor	this is due to this country' s remarkable dominance in world art from roughly 1950 to the present. Although there is evidence that this dominance has peaked and is
1982	NEWS	CSMonitor	'' // Bowerman is a living legend in the world of track. In 1950 he started the all-comers meets that have become a part of life in Eugene ever
1983	MAG	Harpers	"its first fifty years had GSUSA seen a single year of falling enrollment. In 1950, in recognition of its solid and worthy position in the national Rachel Flick is"
1983	MAG	Harpers	"The lower European birthrate was accompanied by a steady rise in female employment. In 1950 only 37 percent of American women were in the labor force, as compared with"
1983	MAG	Nation	"analysis, Albert Einstein, and religion and socialism variously dated 1949, 1951, 1950 and, presumably, the present. In "" Pornography, Obscenity and the Case"
1983	MAG	Nation	"n't remember that incident. "" On Rosenberg appearing at their shared apartment in July 1950 and asking for him, Finestone denied that the incident ever occurred. "" I"
1983	MAG	Nation	"Shadow Last week the Supreme Court denied Alger Hiss's request to set aside his 1950 perjury conviction. This week 1,500 people will gather at Town Hall in New York"
1983	MAG	NewYorker	"chamber-music groups of professional musicians. He had trained to become a concert violinist until 1950, when he decided to go to medical school. The Laboratory of Molecular and"
1983	MAG	NewYorker	"nesses at the Sulgrave Hotel, in Man -- hattan, on November 3, 1950, and had died of cancer the following April. The will was challenged by"
1983	MAG	NewYorker	"strange disappearance, in 1930, of Judge Joseph Force Crater. From 1941 until 1950, he served as a federal judge in New York City. Since then,"
1983	MAG	NewYorker	"of the most formidable legal juggernauts in the country. When he arrived, in 1950, it consisted of thirty-seven law -- yers, including partners and associates, and"
1983	MAG	NewYorker	". "" Your Honor, "" wrote a young woman lawyer in Janu ary, 1950, shortly after she had been admitted to the bar and had argued her first"
1983	MAG	NewYorker	"1946, Rifkind returned to 1 his judgeship in New York. In May, 1950, he resigned it. He wrote to President Truman in his letter of resignation"
1983	MAG	NewYorker	"casual conversation between Rifkind and his old law-school friend William 0. Douglas, by 1950 a Jus -- tice of the United States Supreme Court, Douglas said, """
1983	MAG	NewYorker	"Rifkind's name right in the middle, and thus, on May 24, 1950, Paul, Weiss, Whar -- ton &; Garrison became Paul, Weiss,"
1983	MAG	NewYorker	"For all the distinction of its mem -- bers, Paul,' Weiss in 1950 was a rather modest operation. Its one litigating partner Samuel J. Silverman, now"
1983	MAG	NewRepublic	"of Arizona. governments consumed about 10 percent of the gross national product. By 1950, spending had more than doubled, to 22 percent of G.N.P. And by"
1983	NEWS	Boston	"also contains political mementoes - the chair he used in the state Senate and a 1950 photograph of him with John F. Kennedy, then a congressman. He sees no"
